MSOA,Gentrification,Top 1 Column Name,Top 1 Column Importance,Top 2 Column Name,Top 2 Column Importance,Top 3 Column Name,Top 3 Column Importance
E02005779,-55,Economic Activity: Economically active: Employee: Full-time,95,Position: Intermediate occupations,55,Highest Level of Qualification: Other qualifications,43
E02005780,-71,Not living in a couple: Widowed or surviving partner from a civil partnership,99,Industry: J: Information and communication,61,Ethnic Group: Other ethnic group,42
E02005885,-16,Industry: G: Wholesale and retail trade; repair of motor vehicles and motorcycles,95,Transport to Work: Train,67,Medical and care establishment: Other: Care home without nursing,34
E02005886,-66,Transport to Work: Passenger in a car or van,86,Industry: G: Wholesale and retail trade; repair of motor vehicles and motorcycles,69,Highest Level of Qualification: Level 3 qualifications,32
E02005887,77,"Transport to Work: Motorcycle, scooter or moped",81,Economic Activity: Economically inactive: Other,70,Health Status: Fair health,40
E02005888,54,Welsh: Can speak and read but cannot write Welsh,93,Transport to Work: Bicycle,55,Marital Status: Married or in a registered civil partnership,49
E02005889,3,Welsh: Other combination of skills in Welsh,85,Household Spaces: Whole house or bungalow: Semi-detached,65,Living in a couple: Cohabiting,49
E02005890,85,UK Identity: Other identity and at least one UK identity,77,Transport to Work: Bicycle,56,Occupancy rating (rooms) of -1 or less,49
E02005891,-43,One-person household: Aged 66 years and over,77,Ownership: Lives rent free,56,Passport: Antarctica and Oceania,41
E02005892,17,Household Spaces: Caravan or other mobile or temporary structure,86,Other establishments,72,Passport: North America and the Caribbean,37
E02005940,25,Passport: UK,78,Single family household,68,Occupancy rating (rooms) of -1 or less,33
E02005941,-29,"Industry: M: Professional, scientific and technical activities",75,Sex: Males,74,Transport to Work: Driving a car or van,46
E02005942,24,Unpaid Care: Provides 50 or more hours unpaid care a week,97,"Household Spaces: Flat, maisonette or apartment: Purpose-built block of flats or tenement",64,UK Identity: English only identity,45
E02005943,-64,Medical and care establishment: Other: Care home with nursing,84,"Industry: D: Electricity, gas, steam and air conditioning supply",57,Health Status: Very good health,35
E02005944,-76,Occupation: Administrative and secretarial occupations,84,Highest Level of Qualification: Level 3 qualifications,72,Unpaid Care: Provides 50 or more hours unpaid care a week,43
E02005945,88,Medical and care establishment:Registered Social Landlord or Housing Association,99,Passport: Antarctica and Oceania,55,Ownership: Owned: Owns outright,26
E02005946,-55,UK Identity: Northern Irish only identity,84,Health Status: Good health,51,Economic Activity: Economically inactive: Retired,30
E02005947,91,Medical and care establishment: Local Authority: Children's home (including secure units),94,Health Status: Bad health,61,Religion: Sikh,27
E02005948,15,Economic Activity: Economically active: Full-time student,79,Ethnic Group: Mixed or Multiple ethnic groups,69,Passport: UK,34
E02005949,-75,UK Identity: English only identity,81,Transport to Work: Passenger in a car or van,53,UK Identity: Non-UK identity only,32
E02005950,13,UK Identity: Cornish and British only identity,86,Age: 65 to 74,71,Vehicles: 1 car or van in household,48
E02005951,-1,Part-time: 16 to 30 hours worked,95,UK Identity: Welsh and British only identity,69,Residency: Lives in a communal establishment,44
E02005952,-92,Passport: Central and South America,77,Age: 10 to 14,62,Highest Level of Qualification: Level 3 qualifications,26
E02005953,-4,UK Identity: Irish only identity,95,Medical and care establishment: NHS: Other hospital,53,Economic Activity: Economically active: Self-employed,40
E02005954,-92,Marital Status: Never married and never registered a civil partnership,88,Industry: P: Education,68,"Passport: Europe, Non-EU",34
E02005955,-81,Household Spaces: Whole house or bungalow: Detached,92,Ownership: Shared ownership,63,Welsh: Can speak but cannot read or write Welsh,35
E02005956,59,Economic Activity: Economically active,97,Highest Level of Qualification: Level 1 and entry level qualifications,65,"Occupation: Caring, leisure and other service occupations",49
E02005957,93,Single family household: Lone parent family: With dependent children,94,Ownership: Private rented: Other private rented,64,UK Identity: Other identity and at least one UK identity,31
E02005978,88,Welsh: Can speak and read but cannot write Welsh,85,Age: 5 to 9,52,Age: 45 to 59,36
E02005979,6,Health Status: Very bad health,86,Part-time: 16 to 30 hours worked,55,Occupation: Skilled trades occupations,43
E02006029,48,Economic Activity: Economically inactive: Retired,84,Total annual income (£),51,Religion: Not answered,43
E02006030,-80,UK Identity: Other identity and at least one UK identity,92,Economic Activity: Economically active: Self-employed,69,Living in a couple: Married or in a civil partnership,41
E02006031,-85,Other household types: With dependent children,81,Single family household: Married or civil partnership couple: All children non-dependent,57,"Main Language: At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",47
E02006032,83,Industry: L: Real estate activities,79,Living in a couple: Married or in a civil partnership,70,Industry: Q: Human health and social work activities,39
E02006033,80,"Industry: R, S, T, U Other",99,Occupation: Administrative and secretarial occupations,51,Sex: Males,30
E02006034,10,Single family household: Cohabiting couple family: All children non-dependent,82,Household Spaces: Whole house or bungalow: Terraced (including end-terrace),66,Medical and care establishment: NHS: General hospital,34
E02006035,96,Economic Activity: Economically active: Employee: Full-time,81,Medical and care establishment: Other: Children's home (including secure units),67,Part-time: 15 hours or less worked,49
E02006036,56,Industry: L: Real estate activities,82,Ethnic Group: White,58,"Occupation: Caring, leisure and other service occupations",34
E02006037,-11,Industry: P: Education,81,Medical and care establishment: Local Authority: Children's home (including secure units),73,"Marital Status: Separated, but still legally married or still legally in a civil partnership",31
E02006135,-52,Health Status: Fair health,81,Occupation: Skilled trades occupations,50,UK Identity: English only identity,39
E02006137,-50,Passport: Ireland,89,Age: 16 years and over,62,Full-time: 31 to 48 hours worked,39
E02006138,89,UK Identity: Northern Irish only identity,78,Economic Activity: Economically inactive,56,Sex: Females,48
E02006139,18,UK Identity: Cornish and British only identity,82,Health Status: Fair health,69,Not living in a couple: Single (never married and never registered a civil partnership),35
E02006140,76,Occupation: Associate professional and technical occupations,78,Economic Activity: Economically inactive: Other,52,Median house price,35
E02006141,-36,"Other household types: Other, including all full-time students and all aged 66 years and over",91,Part-time: 15 hours or less worked,54,Disabled under the Equality Act: Day-to-day activities limited a little,42
E02006142,30,Transport to Work: Bicycle,75,Position: Full-time students,73,Age: 60 to 64,41
E02006143,8,Health Status: Very good health,81,"Transport to Work: Motorcycle, scooter or moped",54,Full-time: 49 or more hours worked,38
E02006144,33,Occupation: Skilled trades occupations,77,Economic Activity: Economically inactive: Looking after home or family,57,Passport: Central and South America,26
E02006161,-43,Unpaid Care: Provides no unpaid care,91,Full-time: 49 or more hours worked,59,Economic Activity: Economically inactive: Student (including full-time students),43
E02006163,-67,UK Identity: Welsh and British only identity,99,Highest Level of Qualification: Level 2 qualifications,62,Occupation: Administrative and secretarial occupations,27
E02006164,-84,Passport: Middle East and Asia,76,"Household Spaces: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)",73,Residency: Average number of bedrooms per household,44
E02006165,14,Highest Level of Qualification: Level 2 qualifications,79,Ownership: Social rented: Rents from council or Local Authority,74,Religion: Christian,47
E02006166,93,Welsh: Can speak Welsh,98,Employment: Never worked,71,Religion: No religion,36
E02006167,-78,Single family household: Married or civil partnership couple: All children non-dependent,95,Passport: No passport,55,Medical and care establishment: Local Authority: Children's home (including secure units),47
E02006168,43,One-person household: Other,89,Single family household: Cohabiting couple family: With dependent children,69,Position: Intermediate occupations,31
E02006171,-74,Transport to Work: Train,79,One-person household: Other,70,Highest Level of Qualification: Level 1 and entry level qualifications,43
E02006172,48,Sex: Females,86,"Main Language: All adults in household have English in England, or English or Welsh in Wales as a main language",65,Household Spaces: Caravan or other mobile or temporary structure,44
E02006183,-83,"Occupation: Managers, directors and senior officials",99,Total annual income (£),68,Transport to Work: Passenger in a car or van,32
E02006184,8,Highest Level of Qualification: Other qualifications,77,Highest Level of Qualification: Apprenticeship,51,UK Identity: English only identity,33
E02006188,-3,"Occupation: Managers, directors and senior officials",85,Vehicles: No cars or vans in household,54,Ownership: Lives rent free,48
E02006211,-79,Living in a couple: Cohabiting,89,Sex: Females,67,Health Status: Very good health,38
E02006212,-82,"Industry: E:  Water supply; Sewerage, Waste management and Remediation activities",82,UK Identity: Welsh only identity,52,Transport to Work: Work mainly at or from home,49
E02006215,-11,Highest Level of Qualification: Level 1 and entry level qualifications,78,Occupation: Professional occupations,73,Single family household: Lone parent family: All children non-dependent,39
E02006231,30,UK Identity: Cornish and British only identity,92,Highest Level of Qualification: Level 4 qualifications or above,74,Religion: Hindu,27
E02006245,94,Full-time: 49 or more hours worked,97,"Ethnic Group: Black, Black British, Black Welsh, Caribbean or African",54,Industry: G: Wholesale and retail trade; repair of motor vehicles and motorcycles,43
E02006246,55,Age: 25 to 29,78,UK Identity: Other identity and at least one UK identity,51,Transport to Work: Driving a car or van,47
E02006247,24,Age: 85 years and over,89,Age: 25 to 29,73,UK Identity: Non-UK identity only,45
E02006248,70,Single family household: Lone parent family: With dependent children,95,Single family household: All aged 66 years and over,51,"Main Language: No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",34
E02006249,-66,Economic Activity: Economically inactive: Student (including full-time students),98,UK Identity: Non-UK identity only,65,Vehicles: 1 car or van in household,30
E02006250,42,Medical and care establishment: Other: Care home without nursing,80,Sex: Females,58,Other establishments,46
E02006251,30,Highest Level of Qualification: Other qualifications,82,Medical and care establishment: Local Authority: Care home or other home,71,Living in a couple: Cohabiting,33
E02006252,37,"Other household types: Other, including all full-time students and all aged 66 years and over",76,Ethnic Group: White,58,Unpaid Care: Provides 50 or more hours unpaid care a week,26
E02006253,46,Highest Level of Qualification: Apprenticeship,93,Sex: Males,74,Welsh: Can speak Welsh,33
E02006254,77,Ownership: Private rented: Private landlord or letting agency,86,"Main Language: No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",70,"Transport to Work: Motorcycle, scooter or moped",47
E02006255,-56,Economic Activity: Economically active: Unemployed,82,Ownership: Owned: Owns outright,62,Occupancy rating (rooms) of -1 or less,46
E02006256,83,Position: Lower supervisory and technical occupations,92,Marital Status: Widowed or surviving civil partnership partner,74,Age: 16 years and over,28
E02006257,48,"Household Spaces: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)",95,Ownership: Shared ownership,53,Religion: Buddhist,43
E02006258,65,Ownership: Owned: Owns with a mortgage or loan,84,Median house price,51,Religion: No religion,25
E02006259,98,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,80,Religion: Christian,61,Employment: Never worked,40
E02006260,-3,UK Identity: Other identity and at least one UK identity,87,Vehicles: 1 car or van in household,68,Living in a couple,49
E02006297,-94,UK Identity: Welsh and British only identity,98,Households: Number of households,71,Religion: Hindu,30
E02006349,2,Sex: Males,91,Highest Level of Qualification: Other qualifications,61,Economic Activity: Economically active: Unemployed,41
E02006350,-93,Unpaid Care: Provides 20 to 49 hours unpaid care a week,82,Medical and care establishment:Other,69,"Main Language: No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",28
E02006351,46,UK Identity: Other identity and at least one UK identity,88,Household Spaces: Caravan or other mobile or temporary structure,65,Position: Intermediate occupations,29
E02006352,-100,Religion: No religion,76,Religion: Christian,68,Ownership: Social rented: Rents from council or Local Authority,26
E02006354,94,Ownership: Owned: Owns with a mortgage or loan,96,"Industry: A: Agriculture, Forestry and fishing",73,Religion: Christian,28
E02006355,-39,Passport: British Overseas Territories,88,Single family household,68,Part-time: 15 hours or less worked,49
E02006356,11,Disabled under the Equality Act: Day-to-day activities limited a lot,83,Position: Routine occupations,65,Ownership: Social rented: Rents from council or Local Authority,49
E02006358,9,Health Status: Fair health,89,Position: Lower supervisory and technical occupations,62,UK Identity: Irish only identity,30
E02006359,-94,Industry: N: Administrative and support service activities,80,Highest Level of Qualification: Other qualifications,68,Welsh: Can speak Welsh,37
E02006402,-32,"Industry: E:  Water supply; Sewerage, Waste management and Remediation activities",87,UK Identity: Other identity and at least one UK identity,55,Occupation: Elementary occupations,36
E02006457,100,Ownership: Lives rent free,92,Industry: J: Information and communication,58,Industry: J: Information and communication,33
E02006458,20,Highest Level of Qualification: Other qualifications,92,UK Identity: Irish and at least one UK identity,62,"Industry: R, S, T, U Other",42
E02006459,-37,Single family household: Married or civil partnership couple: No children,97,Highest Level of Qualification: Level 4 qualifications or above,58,Single family household: Cohabiting couple family: No children,41
E02006460,-21,Transport to Work: Driving a car or van,76,UK Identity: English and British only identity,58,"Transport to Work: Underground, metro, light rail, tram",36
E02006461,47,Age: 16 years and over,78,Occupation: Professional occupations,70,Single family household: Cohabiting couple family: No children,46
E02006462,-32,UK Identity: British only identity,75,Households: Number of households,52,UK Identity: Scottish only identity,34
E02006463,-23,Marital Status: Divorced or civil partnership dissolved,97,Religion: No religion,60,Position: Intermediate occupations,35
E02006464,88,Passport: Central and South America,99,UK Identity: Cornish and British only identity,72,Single family household: Cohabiting couple family: No children,48
E02006465,85,Passport: Ireland,84,Medical and care establishment: Local Authority: Children's home (including secure units),61,Highest Level of Qualification: Level 1 and entry level qualifications,41
E02006466,78,Passport: Central and South America,94,Ownership: Owned: Owns with a mortgage or loan,72,Religion: Not answered,26
E02006472,-68,Vehicles: 3 or more cars or vans in household,81,Age: 5 to 9,63,One-person household: Other,33
E02006475,52,UK Identity: Irish and at least one UK identity,80,Age: 65 to 74,57,Industry: Q: Human health and social work activities,43
E02006476,75,"Passport: Europe, EU",86,Medical and care establishment: Other: Children's home (including secure units),64,Passport: Central and South America,41
E02006477,-45,Occupation: Skilled trades occupations,78,Marital Status: Never married and never registered a civil partnership,65,Disabled under the Equality Act: Day-to-day activities limited a little,43
E02006478,-97,Passport: Ireland,81,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),56,"Industry: E:  Water supply; Sewerage, Waste management and Remediation activities",42
E02006479,61,Vehicles: 1 car or van in household,77,Single family household: Married or civil partnership couple: All children non-dependent,53,Economic Activity: Economically active: Unemployed,32
E02006480,-83,Industry: C: Manufacturing,78,Age: 0 to 4,71,Health Status: Fair health,39
E02006481,-95,Age: 60 to 64,89,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),62,Ownership: Lives rent free,44
E02006482,1,Residency: Lives in a communal establishment,75,UK Identity: Irish only identity,55,Unpaid Care: Provides 20 to 49 hours unpaid care a week,47
E02006483,29,Vehicles: No cars or vans in household,79,Ownership: Social rented: Other social rented,72,Economic Activity: Economically inactive: Long-term sick or disabled,39
E02006484,-5,Economic Activity: Economically active: Unemployed,92,Religion: No religion,50,Economic Activity: Economically inactive,45
E02006485,-75,"Household Spaces: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)",82,UK Identity: Scottish only identity,73,Economic Activity: Economically inactive: Student (including full-time students),25
E02006549,28,UK Identity: Cornish and British only identity,99,Transport to Work: Driving a car or van,65,Passport: Middle East and Asia,45
E02006575,33,"Occupation: Managers, directors and senior officials",91,Household Spaces: Caravan or other mobile or temporary structure,67,Age: 10 to 14,32
E02006576,6,"Passport: Europe, EU",90,Single family household: Married or civil partnership couple: Dependent children,67,Occupation: Sales and customer service occupations,29
E02006577,89,Single family household: Lone parent family: With dependent children,76,Sex: Males,66,Position: Full-time students,32
E02006578,6,UK Identity: English only identity,99,Transport to Work: Train,74,Age: 45 to 59,42
E02006579,71,UK Identity: British only identity,78,Ethnic Group: White,72,Occupancy rating (rooms) of -1 or less,48
E02006580,-33,Passport: Central and South America,80,"Household Spaces: Flat, maisonette or apartment: Purpose-built block of flats or tenement",59,UK Identity: English and British only identity,26
E02006581,-61,Industry: J: Information and communication,98,Occupation: Associate professional and technical occupations,51,Employment: Never worked,36
E02006582,-99,UK Identity: Other identity and at least one UK identity,98,Residency: Lives in a communal establishment,63,Single family household: Cohabiting couple family: No children,29
E02006583,88,Household Spaces: Caravan or other mobile or temporary structure,90,Part-time: 16 to 30 hours worked,72,Highest Level of Qualification: Level 3 qualifications,47
E02006584,81,Industry: O: Public administration and defence; compulsory social security,94,Religion: Sikh,64,Health Status: Very good health,26
E02006585,-9,Occupation: Sales and customer service occupations,82,Economic Activity: Economically active: Employee: Part-time,62,Residency: Average number of bedrooms per household,32
E02006586,84,Age: 10 to 14,96,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),63,"Ethnic Group: Black, Black British, Black Welsh, Caribbean or African",49
E02006587,-17,UK Identity: Cornish and British only identity,78,UK Identity: Northern Irish and British only identity,50,Vehicles: No cars or vans in household,44
E02006621,-26,Single family household,78,"Industry: M: Professional, scientific and technical activities",59,Welsh: Can speak and read but cannot write Welsh,43
E02006622,-79,Highest Level of Qualification: No qualifications,77,Disabled under the Equality Act: Day-to-day activities limited a little,59,Religion: Other religion,38
E02006623,42,Transport to Work: Taxi,78,Transport to Work: Bicycle,71,Medical and care establishment: Other: Care home without nursing,40
E02006624,51,Sex: Females,76,Age: 15 to 19,62,Disabled under the Equality Act: Day-to-day activities limited a little,45
E02006625,-49,"Household Spaces: Flat, maisonette or apartment: In a commercial building",87,One-person household: Aged 66 years and over,54,Not living in a couple: Married or in a registered civil partnership,45
E02006626,-34,Not living in a couple: Married or in a registered civil partnership,94,Occupation: Associate professional and technical occupations,68,Occupation: Elementary occupations,41
E02006627,25,Economic Activity: Economically active: Full-time student,79,"Main Language: All adults in household have English in England, or English or Welsh in Wales as a main language",56,Welsh: Can speak and read but cannot write Welsh,30
E02006628,79,Passport: No passport,85,Passport: Ireland,71,Ownership: Social rented: Other social rented,47
E02006629,-57,Single family household: Cohabiting couple family: With dependent children,97,Economic Activity: Economically active: Unemployed,73,Disabled under the Equality Act: Day-to-day activities limited a lot,27
E02006630,-3,One-person household: Aged 66 years and over,93,Health Status: Fair health,71,Residency: Lives in a communal establishment,36
E02006631,-63,"Household Spaces: Flat, maisonette or apartment: Purpose-built block of flats or tenement",82,Marital Status: Never married and never registered a civil partnership,61,Highest Level of Qualification: Other qualifications,39
E02006632,72,Highest Level of Qualification: Level 2 qualifications,76,"Occupation: Process, plant and machine operatives",67,Welsh: Other combination of skills in Welsh,47
E02006633,40,UK Identity: Cornish and British only identity,88,Position: Lower supervisory and technical occupations,55,Household Spaces: Whole house or bungalow: Terraced (including end-terrace),26
E02006698,18,Transport to Work: Taxi,82,Religion: Not answered,64,"Ethnic Group: Asian, Asian British or Asian Welsh",32
E02006699,20,Ownership: Owned: Owns outright,79,Vehicles: No cars or vans in household,74,Vehicles: 2 cars or vans in household,26
E02006700,-82,Living in a couple,78,"Main Language: No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",57,UK Identity: English and British only identity,37
E02006721,50,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,76,Ethnic Group: Other ethnic group,71,Sex: Females,36
E02006722,-37,Unpaid Care: Provides no unpaid care,75,Age: 10 to 14,51,Economic Activity: Economically active,46
E02006723,-45,Ownership: Social rented: Rents from council or Local Authority,75,Occupation: Elementary occupations,57,Vehicles: 1 car or van in household,28
E02006724,21,Disabled under the Equality Act: Day-to-day activities limited a lot,96,Industry: C: Manufacturing,54,"Household Spaces: Flat, maisonette or apartment: In a commercial building",28
E02006725,-33,Religion: Buddhist,99,Other household types: With dependent children,62,Economic Activity: Economically active: Unemployed,48
E02006726,24,Single family household,93,Households: Number of households,55,Religion: Sikh,41
E02006727,38,"Marital Status: Separated, but still legally married or still legally in a civil partnership",84,"Occupation: Managers, directors and senior officials",72,Medical and care establishment: Local Authority: Care home or other home,35
E02006728,15,Passport: North America and the Caribbean,88,UK Identity: Irish only identity,60,Single family household: Married or civil partnership couple: No children,25
E02006729,-57,Unpaid Care: Provides 50 or more hours unpaid care a week,91,Age: 65 to 74,73,Health Status: Bad health,33
E02006730,78,Passport: Middle East and Asia,96,Industry: O: Public administration and defence; compulsory social security,63,Unpaid Care: Provides no unpaid care,46
E02006731,51,"Industry: E:  Water supply; Sewerage, Waste management and Remediation activities",96,Ownership: Shared ownership,67,UK Identity: Scottish and British only identity,42
E02006732,-22,Highest Level of Qualification: Apprenticeship,95,Position: Intermediate occupations,74,Household Spaces: Whole house or bungalow: Semi-detached,40
E02006734,-61,Transport to Work: On foot,93,Not living in a couple: Widowed or surviving partner from a civil partnership,65,Vehicles: 2 cars or vans in household,25
E02006735,-67,"Industry: R, S, T, U Other",92,UK Identity: British only identity,73,"Ethnic Group: Black, Black British, Black Welsh, Caribbean or African",28
E02006736,61,"Occupation: Managers, directors and senior officials",87,Occupancy rating (rooms) of -1 or less,68,Medical and care establishment: Other: Care home without nursing,33
E02006737,13,Highest Level of Qualification: Apprenticeship,97,Medical and care establishment: NHS: General hospital,69,"Household Spaces: Flat, maisonette or apartment: Purpose-built block of flats or tenement",46
E02006738,12,Industry: C: Manufacturing,80,"Industry: E:  Water supply; Sewerage, Waste management and Remediation activities",55,Industry: F: Construction,34
E02006739,-88,Single family household: Lone parent family: All children non-dependent,89,Transport to Work: Work mainly at or from home,57,"Household Spaces: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)",43
E02006740,-61,Passport: UK,75,"Main Language: At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",61,Single family household: Lone parent family: All children non-dependent,36
E02006741,31,Economic Activity: Economically inactive: Retired,99,Passport: Ireland,74,One-person household: Aged 66 years and over,41
E02006742,-33,Single family household,80,"Transport to Work: Motorcycle, scooter or moped",70,Religion: Buddhist,39
E02006743,15,Residency: Lives in a communal establishment,80,UK Identity: Scottish only identity,58,Age: 45 to 59,36
E02006744,-62,Health Status: Very good health,97,Households: Number of households,52,Industry: L: Real estate activities,31
E02006745,11,UK Identity: Scottish only identity,99,Medical and care establishment: Local Authority: Care home or other home,69,Household Spaces: Whole house or bungalow: Terraced (including end-terrace),32
E02006746,-21,UK Identity: Northern Irish and British only identity,91,Welsh: No skills in Welsh,74,Vehicles: No cars or vans in household,26
E02006747,73,Single family household: Cohabiting couple family: With dependent children,91,Economic Activity: Economically inactive: Other,73,Industry: I: Accommodation and food service activities,37
E02006782,69,Marital Status: Widowed or surviving civil partnership partner,92,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),73,Age: 25 to 29,42
E02006783,75,Medical and care establishment: Other: Care home without nursing,96,Welsh: No skills in Welsh,64,Vehicles: 2 cars or vans in household,44
E02006784,-45,One-person household: Aged 66 years and over,76,Economic Activity: Economically inactive: Retired,67,Transport to Work: Passenger in a car or van,49
E02006785,25,Single family household: Married or civil partnership couple: All children non-dependent,80,Occupancy rating (rooms) of -1 or less,52,Welsh: Can speak Welsh,32
E02006786,-70,"Industry: D: Electricity, gas, steam and air conditioning supply",92,UK Identity: Welsh and British only identity,50,Industry: Q: Human health and social work activities,27
E02006787,0,Household Spaces: Whole house or bungalow: Semi-detached,99,Ownership: Shared ownership,57,Ownership: Shared ownership,31
E02006788,-51,UK Identity: Scottish and British only identity,76,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,73,"Main Language: No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",37
E02006789,-42,UK Identity: Scottish only identity,85,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),58,"Occupation: Caring, leisure and other service occupations",41
E02006791,52,Marital Status: Married or in a registered civil partnership,81,Single family household: Married or civil partnership couple: No children,59,UK Identity: Cornish and British only identity,32
E02006792,87,Economic Activity: Economically inactive: Student (including full-time students),79,Economic Activity: Economically inactive: Retired,58,Passport: Middle East and Asia,26
E02006793,47,Unpaid Care: Provides 1 to 19 hours unpaid care a week,83,Welsh: Can speak but cannot read or write Welsh,64,Health Status: Good health,37
E02006794,3,Ownership: Owned: Owns with a mortgage or loan,92,Household Spaces: Whole house or bungalow: Detached,59,Occupation: Skilled trades occupations,43
E02006795,0,"Marital Status: Separated, but still legally married or still legally in a civil partnership",96,Medical and care establishment: Other: Care home without nursing,61,Living in a couple: Married or in a civil partnership,38
E02006796,60,Highest Level of Qualification: Level 4 qualifications or above,88,Industry: H: Transport and storage,57,Religion: Hindu,40
E02006798,50,Ethnic Group: White,79,UK Identity: Cornish and British only identity,64,Religion: Sikh,45
E02006799,-9,Not living in a couple: Single (never married and never registered a civil partnership),91,"Occupation: Process, plant and machine operatives",52,"Ethnic Group: Black, Black British, Black Welsh, Caribbean or African",39
E02006800,-30,Religion: Other religion,96,"Passport: Europe, Non-EU",59,Position: Lower supervisory and technical occupations,36
E02006801,-71,Transport to Work: Train,78,Health Status: Bad health,61,Medical and care establishment: Other: Care home without nursing,48
E02006802,-75,Passport: No passport,89,Transport to Work: Taxi,69,Ethnic Group: Mixed or Multiple ethnic groups,28
E02006803,31,Disabled under the Equality Act: Day-to-day activities limited a lot,83,"Transport to Work: Motorcycle, scooter or moped",67,Households: Number of households,39
E02006805,31,Industry: L: Real estate activities,86,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),69,Passport: British Overseas Territories,42
E02006806,61,Transport to Work: Train,78,One-person household: Aged 66 years and over,74,Medical and care establishment: Local Authority: Children's home (including secure units),36
E02006807,10,Economic Activity: Economically active: Employee: Full-time,77,Religion: No religion,63,Economic Activity: Economically active: Unemployed,45
E02006808,84,UK Identity: Northern Irish only identity,89,Ownership: Social rented: Rents from council or Local Authority,61,Part-time: 15 hours or less worked,38
E02006809,-12,Religion: Other religion,89,Economic Activity: Economically active: Full-time student,59,Median house price,32
E02006810,-61,Economic Activity: Economically active: Self-employed,93,Religion: Buddhist,59,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),46
E02006811,34,Highest Level of Qualification: Level 2 qualifications,93,Passport: Middle East and Asia,70,"Industry: A: Agriculture, Forestry and fishing",48
E02006812,-79,Health Status: Very good health,94,Ownership: Owned: Owns with a mortgage or loan,66,Passport: Antarctica and Oceania,34
E02006813,-86,Single family household: All aged 66 years and over,75,"Transport to Work: Motorcycle, scooter or moped",63,Households: Number of households,38
E02006814,-25,Religion: Buddhist,88,Transport to Work: Bicycle,74,Households: Number of households,44
E02006815,-79,Single family household: Lone parent family: All children non-dependent,78,Not living in a couple,56,Religion: Other religion,29
E02006816,100,Economic Activity: Economically inactive: Other,77,Ownership: Owned: Owns outright,68,Age: 16 years and over,30
E02006817,31,Welsh: Can speak but cannot read or write Welsh,88,"Industry: M: Professional, scientific and technical activities",57,Occupancy rating (rooms) of -1 or less,34
E02006819,48,Single family household: Lone parent family: All children non-dependent,99,Residency: Lives in a communal establishment,57,Transport to Work: On foot,40
E02006820,67,Age: 20 to 24,88,Welsh: Can speak Welsh,64,Single family household: Married or civil partnership couple: No children,41
E02006821,15,Transport to Work: On foot,81,"Household Spaces: Flat, maisonette or apartment: In a commercial building",67,Age: 5 to 9,34
E02006824,-97,"Household Spaces: Flat, maisonette or apartment: In a commercial building",81,Occupancy rating (rooms) of -1 or less,64,Marital Status: Divorced or civil partnership dissolved,28
E02006834,-37,Economic Activity: Economically inactive: Looking after home or family,93,Single family household: Cohabiting couple family: No children,53,Highest Level of Qualification: Apprenticeship,41
E02006835,63,"Ethnic Group: Asian, Asian British or Asian Welsh",99,Age: 16 years and over,73,Not living in a couple: Widowed or surviving partner from a civil partnership,32
E02006836,25,Age: 65 to 74,89,UK Identity: Northern Irish and British only identity,67,Occupation: Professional occupations,35
E02006841,80,Industry: B: Mining and quarrying,95,Not living in a couple: Single (never married and never registered a civil partnership),59,"Household Spaces: Flat, maisonette or apartment: In a commercial building",33
E02006842,-95,Occupation: Sales and customer service occupations,99,Transport to Work: On foot,67,Health Status: Bad health,43
E02006843,21,Religion: Other religion,99,Age: 45 to 59,69,Occupation: Associate professional and technical occupations,33
E02006844,81,Occupation: Sales and customer service occupations,93,Ownership: Owned: Owns outright,54,Ownership: Private rented: Other private rented,45
E02006846,-35,"Main Language: At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",91,Religion: Jewish,69,"Main Language: No people in household have English in England, or English or Welsh in Wales as a main language",44
E02006847,10,Full-time: 31 to 48 hours worked,89,"Household Spaces: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)",65,Full-time: 49 or more hours worked,37
